full_name,channel
Yulia Kesaieva,cnn
Briana Nespral,cnn
Ali Zaslav Manu Raju,cnn
Chris Lemmo,cnn
Molly Schramm Kendria Lafleur,cnn
Amy Kawata,cnn
Christina Fan,cnn
Astrid Martinez,cnn
Larry Wallace,cnn
Frank Healy,cnn
Abeer Salman,cnn
Ryan Hughes,cnn
Andrew Carey Ibrahim Dahman,cnn
Ibrahim Dahman,cnn
Emily Chang Alaa Elassar,cnn
Nicki Brown,cnn
Dean Irvine,cnn
Chandler Thornton,cnn
Radina Gigova,cnn
Lilit Marcus Gawon Bae,cnn
Alta Spells,cnn
Chiara Grimes,cnn
Camille Knight,cnn
Nikki Carvajal,cnn
Sophia Saifi Saleem Mehsud,cnn
Gaborr Steve Contorno,cnn
Jelena Kecmanovic,cnn
Olivia Acree,cnn
Felicia Jordan,cnn
Jula Buckley,cnn
Lavandera Nouran,cnn
Evan Perez Gaborr Dan Berman,cnn
Allyssia Alleyne,cnn
Laura Jarrett,cnn
Daria Markina,cnn
Jo Shelley,cnn
Charbel Mallo,cnn
Jill Martin,cnn
Scottie Andrew Sandra Gonzalez,cnn
Etant Dupain Brice Laine Cnn,cnn
Natalie Galln,cnn
Etant Dupain,cnn
Natalie Kainz,cnn
Miranda Nazzaro,cnn
Gawon Bae Jessie Yeung,cnn
Hilary Clarke Cnn,cnn
Junko Ogura Irene Nasser Oscar,cnn
Hilary Clarke,cnn
Anthony Talcott,cnn
Abeer Salman Amir Tal Kareem El,cnn
Kareem El,cnn
Nouran Salahieh Amir Vera,cnn
Ross Dimattei,cnn
Ross Dimattei Comes,cnn
Joe Biden,cnn
George Floyd,cnn
Isabelle Chapman Daniel,cnn
Isabelle Chapman,cnn
Naomi Thomas Neeraj G Patel,cnn
Marcelo Medeiros,cnn
Jamie Burch,cnn
Taylor Lumpkin,cnn
Ellen Mcalpine,cnn
Lianne Kolirin,cnn
Nicholas Anastacio,cnn
Kesaieva Ivana Kottasov,cnn
Olga Voitovich,cnn
Danya Perry Dennis,cnn
Danya Perry,cnn
Zachary Cohen Kara Scannell,cnn
Samantha Murphy,cnn
Sarah Anderson,cnn
Katherine Dillinger Jen Christensen,cnn
Nick Watt,cnn
David Close,cnn
Katelyn Polantz Whitney Wild,cnn
Oleksandra Ochman Darya Tarasova,cnn
Sebastian Shukla,cnn
Oleksandra Ochman,cnn
Donie O'Sullivan,cnn
Emily Arnold,cnn
Ashley Harding,cnn
Douglas Heye,cnn
Pierre Bairin,cnn
Lavandera Christina Maxouris,cnn
Melanie Radzicki Mcmanus,cnn
Tamara Qiblawi Mostafa,cnn
Dakin Andone,cnn
Jack Guy Cnn,cnn
Nicola Ruotolo,cnn
Tara Molina,cnn
Shelley Bortz,cnn
Katie Polglase,cnn
Carol Pinchefsky,cnn
Claudia Dominguez Michelle Watson,cnn
Mike Litt,cnn
Kristina Sgueglia Zenebou Sylla,cnn
Chris Dwyer,cnn
Jade Gordon Preston Fore,cnn
Jade Gordon,cnn
Meera Senthilingam,cnn
Eliza Anyangwe,cnn
Gabrielle Smith,cnn
Lizzy Yee,cnn
Amy Simonson Aya Elamroussi,cnn
Kent Jorge Engels,cnn
Nicquel Terry Ellis,cnn
Natasha Chen Amir Vera Elizabeth Wolfe,cnn
Matias Grez Steve Almasy,cnn
Jorge Engels Jennifer Hansler,cnn
Nora Neus,cnn
Ashley Crockett,cnn
Evan Perez Gaborr Pamela Brown,cnn
Paul P Murphy Dakin Andone,cnn
Irene Nasser Rhea Mogul,cnn
Daniel Dale,cnn
Roxanne Jones,cnn
Jeremy Diamond Arlette Saenz,cnn
Anna-Maja Rappard,cnn
Sara Murray Pamela Brown,cnn
Drew Westen,cnn
Jay Weaver,cnn
Mugo Odigwe,cnn
Emerson Lehmann,cnn
Joyce Lupiani,cnn
Jadyn Sham,cnn
Jon Delano,cnn
Jennifer Emert,cnn
Amir Vera Maria Cartaya,cnn
Maria Cartaya,cnn
Richard Roth,cnn
Zinnia Maldonado,cnn
Afshar Aya Elamroussi,cnn
Yoonjung Seo Gawon Bae,cnn
Arthur Allen,cnn
Reshma Saujani,cnn
Courtney Gousman,cnn
Nikki Dementri,cnn
Feleke Nimi Princewill,cnn
Kristina Sgueglia Jen Christensen,cnn
Adam Thomas,cnn
Christopher Hickey,cnn
Ren Clayton,cnn
Jessica Dulong,cnn
Sofia Couceiro,cnn
Jay Croft,cnn
Cody Taylor,cnn
Paige Hubbard,cnn
Elijah Westbrook,cnn
Elijah Westbrook Is,cnn
Afshar Chuck Johnston,cnn
Philip Wang,cnn
Martin Brown,cnn
Liam Reilly Ray Sanchez,cnn
Caroline Cummings,cnn
Meron Moges-Gerbi,cnn
Lydia Strohl,cnn
Topher Gauk-Roger Josh Campbell,cnn
Topher Gauk-Roger,cnn
Radhika Marya,cnn
Jodi Enda,cnn
Adam Sobel,cnn
Kevin Flower,cnn
Allison Chinchar Jennifer Gray,cnn
Eric Cheung Devan Cole,cnn
Salma Abdelaziz Niamh Kennedy,cnn
Salma Abdelaziz,cnn
Andrea Grymes,cnn
Amir Tal Hadas Gold,cnn
Lina El Wardani,cnn
Haley Brink,cnn
Jolanta Burke,cnn
Meghan Danahey,cnn
Ryan Jenkins,cnn
Kendria Lafleur,cnn
Amir Vera Claudia Dominguez,cnn
Kylie Atwood Jennifer Hansler,cnn
Scottie Andrew Chloe Melas,cnn
Raul A Reyes,cnn
Scott Mcwhinnie,cnn
Clarissa Ward,cnn
Brent Swails,cnn
Rafia Zakaria,cnn
Natalie Duddridge,cnn
Jasmine Payoute,cnn
Mark Lehman,cnn
Mike Saenz Nimi Princewill,cnn
Idris Mukhtar,cnn
Johnny C Taylor,cnn
Courtney Shaw,cnn
Kate Bratskeir,cnn
Jon Erickson,cnn
Jason Mercier,cnn
Matt Kohls,cnn
Rosanne Salvatore,cnn
Lavandera Raja Razek Caroll Alvarado,cnn
Rachel Lubitz,cnn
Aleks Klosok,cnn
Asha Rangappa,cnn
Katheryn Houghton,cnn
Erika Stanish,cnn
Rosh Lowe,cnn
Tamara Qiblawi Zeena Saifi,cnn
Zeena Saifi,cnn
Shayla Reaves,cnn
Katelyn Polantz Hannah Rabinowitz,cnn
Pete Muntean Marnie Hunter,cnn
Rob Mclean,cnn
Shawna Mizelle Taylor Romine,cnn
Amir Vera Cheri Mossburg,cnn
Alecia Reid,cnn
John Dias,cnn
Karen Wynne,cnn
Jennifer Feldman,cnn
Cheri Mossburg Amir Vera Taylor Romine,cnn
Frederik Pleitgen Hamdi Alkhshali,cnn
Jim Williams,cnn
Janelle Lutgen,cnn
Brandon Miller,cnn
Zachary Gillen,cnn
Michael Callahan,cnn
Andrew Kaczynski Em Steck,cnn
Lydia Andersen,cnn
Feleke Larry Madowo,cnn
Catherine Thorbecke Rishi,cnn
Michael Nuez,cnn
Jonathan Bender,cnn
Evan Perez Gaborr,cnn
Isabelle Hanson,cnn
Vasco Cotovio Lauren Said-Moorhouse,cnn
Fred Pleitgen,cnn
Dan Cohen,cnn
Sara Murray Paul Leblanc,cnn
Amir Vera Jamiel Lynch,cnn
Mark Thompson,cnn
Jason Kravarik Nouran,cnn
Jason Hanna Aya Elamroussi,cnn
Brad Lendon Gawon Bae,cnn
Chase Houle,cnn
JD Miles,cnn
Bri Buckley,cnn
Kerri Corrado,cnn
Bill Walsh,cnn
Ryan Arbogast,cnn
Jennifer Mayerle,cnn
Jennifer Mayerle Happily,cnn
Stacy Greenhut,cnn
Athena Jones,cnn
Kami Phillips,cnn
Gavin J Smith,cnn
Stephanie Grisham,cnn
Josh Berlinger,cnn
Steve Levine,cnn
Casey Michel,cnn
Brian New,cnn
Chris Hacker,cnn
Rebecca Cardenas,cnn
Arick Wierson Bradley,cnn
Bradley Honan,cnn
Tom Page,cnn
Gertrude Kitongo,cnn
Amir Vera Taylor Romine,cnn
Veronica Stracqualursi Tierney Sneed,cnn
Taylor Romine Amir Vera,cnn
Iqbal Athas Rhea Mogul,cnn
Joan Murray,cnn
Anthony Sabella,cnn
Andrew James,cnn
Mike Mccarthy,cnn
Afshar Kacey,cnn
Amy Li,cnn
Daniela Leon,cnn
Wayne Rash,cnn
David Close Ray Sanchez,cnn
Taylor Ward,cnn
Homero De La Fuente,cnn
Joan Steinau,cnn
Pierre Meilhan,cnn
Delia Gallagher,cnn
Elizabeth Stuart,cnn
Laura Studley,cnn
Denise Royal,cnn
Amir Vera Zenebou Sylla,cnn
Isabella Basco,cnn
Sean Martinelli,cnn
Evan Leake,cnn
Sarah Mcgrew,cnn
Jeffrey Sachs,cnn
Matt Villano,cnn
Sean Cunningham,cnn
Mike Valerio,cnn
Sandi Sidhu,cnn
Julia Marshall,cnn
Dana Bash,cnn
Christian Flores,cnn
Jessica Guay,cnn
Joining Kdka,cnn
Isaac Rouse,cnn
Meredith Jacobs,cnn
Meaghan Darwish,cnn
Thomas Adamson - Ap,cnn
Stetson Miller,cnn
Pamela Kirkland Tierney Sneed,cnn
Pamela Kirkland,cnn
Mohammed Abdelbary,cnn
Taylor Weiter,cnn
Adrian Mojica,cnn
Camille Gayle,cnn
Chris Jenkins,cnn
Sara Novic,cnn
Marlon Sorto Caitlin Hu,cnn
Loureen Ayyoub,cnn
Anne Clifford Christina Maxouris,cnn
Gary Tuchman,cnn
Anne Clifford,cnn
Claudia Dominguez Sharif Paget,cnn
Andrea Kane,cnn
Tara John Cecelia Armstrong,cnn
Cecelia Armstrong,cnn
Chuck Johnston Zoe Sottile,cnn
Rebekah Riess Zoe Sottile,cnn
Molly Ruffing,cnn
Joi Fultz,cnn
Jake Ryle,cnn
Simon Williams,cnn
Afshar Christina Maxouris,cnn
Kaufman Geballe,cnn
John Rob Picheta,cnn
Kyung Lah Jack Hannah,cnn
Kyung Lah,cnn
Jack Hannah,cnn
Jennifer Deaton Veronica Stracqualursi,cnn
Jennifer Deaton,cnn
Kendra Mazeke,cnn
Brie Isom,cnn
Jessica Madhukar,cnn
Adam Pinsker,cnn
Samantha Beech Isa Kaufman,cnn
Isa Kaufman,cnn
Ralph Ellis,cnn
Eric Cheung Gladys Tsai Blake Essig,cnn
Gladys Tsai,cnn
Blake Essig,cnn
Corinne Chin,cnn
David Williams Raja Razek,cnn
Jackie Prager,cnn
Watson Amir Vera,cnn
Taylor Spirito,cnn
Amanda Davies,cnn
Marianna Cerini,cnn
Alvarado Rachel Ramirez Cnn,cnn
Nick Minock,cnn
Stephanie Griffith,cnn
Brandon Hogan,cnn
David Culver Karol Suarez,cnn
Steven Graves,cnn
Tim Lister Jack Guy,cnn
David Close Ben Morse,cnn
Drew Griffin,cnn
Abbas Al Lawati,cnn
Meghan Mcroberts,cnn
Robyn Oguinye,cnn
Kaitlan Collins Tierney Sneed,cnn
Yukare Nakayama,cnn
Jamie Gangel Evan Perez,cnn
Phil Mattingly,cnn
Matthew J Friedman,cnn
Ross Levitt,cnn
Rachel Holt,cnn
Tara John Maria Kostenko,cnn
Maria Kostenko,cnn
Daniel Treisman,cnn
Benjamin Sutton,cnn
Kate Springer,cnn
Claudia Dominguez Raja Razek,cnn
Reuters Nimi Princewill,cnn
Alicia Roberts,cnn
Hazel Pfeifer,cnn
Kathleen Benoza,cnn
Logan Whiteside,cnn
Zach Wasser,cnn
Wayne Sterling Amir Vera,cnn
Ryan Young,cnn
Jeffrey A Rosen,cnn
Nadia Leigh-Hewitson,cnn
Amir Vera Nouran Salahieh,cnn
Peter Yeung,cnn
Keri Blakinger,cnn
Jason Kravarik Cheri Mossburg,cnn
Marja Heinonen,cnn
Rebekah Riess Raja Razek Andy Rose,cnn
Peter D'Oench,cnn
Heather Graf,cnn
Andi Babineau David Williams,cnn
Donnette Beckett DonnetteBeckett LeeNet,cnn
Phil Pendleton,cnn
Caroline Patrickis,cnn
Aya Elamroussi Cnn,cnn
Elaine Hulbert,cnn
Peter Rutland,cnn
Patrick Oppmann Sahar Akbarzai Paul P Murphy,cnn
Chris Boyette Tierney Sneed,cnn
Ogura Tetsu,cnn
Tetsu Sukegawa,cnn
Charles Miller,cnn
Ashley Fowler,cnn
Steve Almasy Amir Vera,cnn
Issy Ronald George Ramsay,cnn
Max Foster Sana Noor Haq Jorge Engels,cnn
Derrick Johnson,cnn
Matt Meyer,cnn
Shawna Mizelle Sam Fossum,cnn
Will Mullery,cnn
Derek Van Dam,cnn
Aimee Lewis,cnn
Valentina Valentini,cnn
Christine Todd Whitman,cnn
Yuki Kurihara,cnn
Steve Vladeck,cnn
Caryn Franklin,cnn
Jessi Mitchell,cnn
Madeleine Wright,cnn
Gabriel Kinder,cnn
Joe Yogerst,cnn
Allie Torgan,cnn
Sam Fossum Maegan Vazquez,cnn
Donald Judd Omar Jimenez,cnn
Maeve Reston,cnn
Yahya Abou-Ghazala Audrey Ash Drew Griffin,cnn
Bob Ortega,cnn
Yahya Abou-Ghazala,cnn
Audrey Ash,cnn
William Hauk,cnn
Wayne Au,cnn
Lisa Miller,cnn
Megan Marcus,cnn
Sophie Tremblay,cnn
Adrienne Winston Lilit,cnn
Adrienne Winston,cnn
Melissa Mahtani,cnn
Yoonjung Seo Junko,cnn
Ogura Sana Noor Haq,cnn
Hannah Brewitt,cnn
Martha Shade,cnn
Nadeau Antonia Mortensen Nicola Ruotolo,cnn
Antonia Mortensen,cnn
Rebekah Riess Theresa Waldrop,cnn
Andy Rose Rebekah Riess,cnn
Gillian Telling,cnn
Andrea Ellen Reed,cnn
Alex Rennie,cnn
Don Lincoln,cnn
Nick Starling,cnn
Nick Starling Joins Kshb-Tv,cnn
Ellie Nakamoto-White,cnn
Aliza Kassim Khalidi,cnn
Marina Nemat,cnn
Valentina Didonato,cnn
Jorge Engels Zoe Sottile,cnn
Kylie Atwood Katie Bo Lillis Jennifer Hansler,cnn
Lau Nectar Gan,cnn
Javed Iqbal Sameer Mandhro,cnn
Anna Coren,cnn
Javed Iqbal,cnn
Sameer Mandhro,cnn
Amy Cassidy Jorge Engels,cnn
Amy Cassidy,cnn
James Nixey,cnn
Hannah Sorisohn,cnn
Suri Rhea Mogul,cnn
John Lewis,cnn
Francesco Galietti,cnn
Jack Reinhard,cnn
Michelle Kaufman,cnn
Sabrina Franza,cnn
Kirsten Mitchell,cnn
Giles Hudson,cnn
Clare Duffy Donie O'Sullivan,cnn
Brianna Keilar,cnn
Doug Criss,cnn
Ariane De Vogue Tierney Sneed,cnn
Jim Acosta,cnn
Angela Fritz Rachel Ramirez,cnn
Kennedy Buck,cnn
Ana Pelayo Connery,cnn
Jamie Loftus,cnn
Jackson Grigsby,cnn
Kyung Lah Anna-Maja Rappard,cnn
Michael Fanone,cnn
Kristy Kepley-Steward,cnn
James Bartlett,cnn
James Paleologopoulos,cnn
Michael Yoshida,cnn
Ted Scouten,cnn
Sharonne Hayes,cnn
Bill Barajas,cnn
Elizabeth Wolfe Hannah Sarisohn,cnn
Pavlova Cnn,cnn
Uliana Pavlova Cnn,cnn
Stephanie Halasz,cnn
John Allen,cnn
Liakos Cnn,cnn
John Sinnott,cnn
Taylor Romine Tierney Sneed,cnn
Brandon Walker,cnn
John King,cnn
Mayra Cuevas,cnn
Susan Puckett,cnn
Teele Rebane,cnn
Charles Perez,cnn
Jackie Wattles Ashley Strickland,cnn
Dick Brennan,cnn
Jason Lee,cnn
Olivia Michael,cnn
Ana Victoria Cucalon Marysabel Huston-Crespo,cnn
Ana Victoria Cucalon,cnn
Fiona Sinclair,cnn
Jeff Morgan,cnn
Dj Manou,cnn
Eric Adams,cnn
Miranda Vondale Foster,cnn
Heather Chen Jake Kwon,cnn
Alasdair Howorth,cnn
Denise Pridgen,cnn
Kiara Hay,cnn
Emmy Favilla,cnn
Allie Malloy,cnn
Ryan Bergeron,cnn
Christian Edwards,cnn
Cheri Mossburg Amir Vera Stella Chan,cnn
Tanya O'Rourke,cnn
Jennifer Gunter,cnn
Tobey Grumet,cnn
Madison Goldbeck,cnn
Alexis Wainwright,cnn
Derick Hutchinson,cnn
Matthew Bossons,cnn
Jessie Yeung Jasmine Wright,cnn
Mark Eveleigh,cnn
Sen Federico O'Murch,cnn
Mark Esplin Ekaterine Kadagishvili Cnn,cnn
Melissa Bell,cnn
Mark Esplin,cnn
Ekaterine Kadagishvili Cnn,cnn
Don Riddell,cnn
David Wilkinson,cnn
Rebekah Riess Dakin Andone,cnn
Bob Fenner,cnn
Suri Jack Bantock,cnn
Marcia Reverdosa Camilo Rocha,cnn
Marcia Reverdosa,cnn
Camilo Rocha,cnn
Ross Guidotti,cnn
Cody King,cnn
Leigh Waldman,cnn
Katherine Dautrich,cnn
Mary Kay Mallonee,cnn
Stephy Chung,cnn
Stella Chan Alaa Elassar,cnn
Jessica Flynn,cnn
Stephen Strader,cnn
Jeff Pearlman,cnn
Christina Walker,cnn
Elissa Garay,cnn
Alex Stambaugh Ehsan Popalzai Cnn,cnn
Konstantin Gak Brice Lin,cnn
Konstantin Gak,cnn
Brice Lin,cnn
Eve Brennan,cnn
Karen Smith Arnaud Siad,cnn
Arnaud Siad,cnn
Brandon Truitt,cnn
Michael Gowan,cnn
Dionne Gleaton,cnn
Larry Hardy,cnn
Mark Tutton,cnn
Michael Goot Mgoot,cnn
Michael Goot,cnn
Ruth Ben-Ghiat,cnn
Danielle Wiener-Bronner Nathaniel Meyersohn,cnn
Natasha Silva-Jelly,cnn
Stephanie Becker,cnn
David Murphy,cnn
Nick Hytrek,cnn
Catherine E Shoichet Nicki Brown,cnn
Robbie Owens,cnn
Robbie Grew,cnn
Christina Zdanowicz,cnn
Tricia Escobedo,cnn
Abeer Salman Hadas Gold,cnn
Paula Ebben,cnn
Paula Ebben Co-Anchors Wbz-Tv News,cnn
Amanda Porterfield,cnn
Valerie Juarez,cnn
Lu Ann Stoia,cnn
Laura Oliverio,cnn
Devan Cole Connie Chen,cnn
Connie Chen,cnn
Maegan Vazquez Shawna Mizelle,cnn
Martin Goillandeau Tara Subramaniam,cnn
Kostan Nechyporenko Duarte,cnn
Duarte Mendonca,cnn
Joe Ruiz,cnn
Curt Merrill,cnn
Emi Jozuka Jake Kwon Mayumi Maruyama,cnn
Emi Jozuka,cnn
Mayumi Maruyama,cnn
Kate Siefert,cnn
Jarrod Clay,cnn
Brenda Rivera-Garca,cnn
Taylor Romine Ray Sanchez Raja Razek,cnn
Tom Goldstone,cnn
Fareed Zakaria,cnn
Agata Toromanoff,cnn
Chen Raja Razek Jake Kwon Kareem El,cnn
Masrur Jamaluddin,cnn
Jeremy Herb Elizabeth Stuart,cnn
Olga Voitovych Joshua Berlinger,cnn
Michael Manduley,cnn
Steve Almasy Dianne Gallagher,cnn
Nouran Salahieh Dakin Andone,cnn
Samantha Tse,cnn
Victoire Ingabire Umuhoza,cnn
Marcel Krueger,cnn
Adam H Sobel,cnn
Hannah Mcdonald,cnn
Steve Hilfiker,cnn
Danae Wolfe,cnn
Katie Sampson,cnn
Adam Renton,cnn
Nicki Brown Aya Elamroussi,cnn
Gianluca Mezzofiore Lauren Kent,cnn
Chris Boyette Taylor Romine,cnn
Lisa Morrow,cnn
Linda Stewart,cnn
Sofia Barrett,cnn
Amanda Musa Nouran Salahieh,cnn
Marie Saavedra,cnn
Taylor Thompson,cnn
Alex Marquardt,cnn
Elisa Massimino,cnn
Leanna Faulk,cnn
Mia Alberti Sana Noor Haq,cnn
Stephanie Stahl,cnn
Brian Goldsmith,cnn
Chen Jake Kwon,cnn
Peter Wilkinson,cnn
Suri Kathleen Magramo,cnn
Alejandro Mayorkas,cnn
Laura Dolan,cnn
Randi Kaye,cnn
Lizete Dos Santos,cnn
Hanna Ziady,cnn
Lori Zaino,cnn
Jalen Brown,cnn
Jason Hanna Jamiel Lynch,cnn
Rachel Clarke,cnn
Olga Voitovych Jo Shelley Joshua Berlinger,cnn
Afshar Kaylene Chassie,cnn
Kristina Sgueglia Ray Sanchez,cnn
Eric Levenson Rebekah Riess,cnn
Landon Mcreynolds,cnn
Nimi Princewill Cnn,cnn
Tim Kane,cnn
Michele Munz,cnn
Christian Gooden,cnn
Jeremy Herb Kylie Atwood,cnn
Rebecca Morss,cnn
Cara Cuite,cnn
Amanda Musa Hannah Sarisohn,cnn
Conor Mccue,cnn
Amir Vera Leyla,cnn
Will Brown,cnn
Nick Hytrek Nhytrek,cnn
Tim Hynds,cnn
Afshar Tina Burnside,cnn
Renee Bertini,cnn
Jason Kelly,cnn
Jackie Cardentey,cnn
Rob Frehse Mark Morales,cnn
Rich Pierce,cnn
Sumner Harrell,cnn
Marcella Baietto,cnn
Christine Sloan,cnn
Julie Chin,cnn
Gabrielle Dawson,cnn
Pat Hagan,cnn
Julia Vargas Jones,cnn
Dan Heching,cnn
Evan Fraser,cnn
Paula Hancocks,cnn
Anna Coren Hilary Whiteman,cnn
Melanie Hicken,cnn
Blake Ellis,cnn
Geoff Duncan,cnn
Juli Mcdonald,cnn
Gad Levanon,cnn
Barry Neild Madalena Araujo,cnn
Madalena Araujo,cnn
Atay Alam,cnn
Gaborr Michael Warren,cnn
Jason Hanna Hannah Sarisohn,cnn
Nadeen Ebrahim Abbas,cnn
Julia Kesaieva Jack Guy,cnn
Rob Frehse Zenebou Sylla,cnn
Watts Judson Jones,cnn
Jeremi Suri William Inboden,cnn
Jeremi Suri,cnn
William Inboden,cnn
Zayn Nabbi,cnn
Idris Muktar Ibrahim,cnn
Pete Brown,cnn
Danya Gainor,cnn
Emiko Jozuka Gawon Bae,cnn
Kelly Mccleary,cnn
Casey Tolan Curt Devine,cnn
Rosa Flores Nouran Salahieh,cnn
Dinara Salieva,cnn
Rebecca Wright,cnn
Tom Booth,cnn
Gene Norman Zoe Sottile,cnn
Gene Norman,cnn
Artemis Moshtaghian Raja Razek Jennifer Deaton,cnn
Sierra Hunter,cnn
Justin Warmoth,cnn
Joel Lopez,cnn
Jonathan Diego,cnn
James Wieland,cnn
Victoria Balderrama,cnn
Isidore Christine,cnn
Andrew Millman Devan Cole,cnn
Stefano Pozzebon Marlon Sorto Sahar Akbarzai Michelle Velez,cnn
Michelle Velez,cnn
Greg Clary Isa Kaufman,cnn
Greg Clary,cnn
Jason D Greenblatt,cnn
Samaria Parker,cnn
Beth Marengo,cnn
Erica Lee,cnn
Will Lanzoni,cnn
Joel Vazquez-Juarbe,cnn
Susan Jaffe Khn,cnn
Susan Jaffe,cnn
Camila Bernal Sarah Moon,cnn
Camila Bernal,cnn
Sarah Moon,cnn
Bu Ana De Oliva,cnn
Melanie Hamilton,cnn
Jim Bittermann,cnn
Neha Chaudhary,cnn
Daja Stowe,cnn
Tim Lister Gianluca Mezzofiore,cnn
Amy Chillag,cnn
Ryan Gellert,cnn
Katie Benoit,cnn
Larissa Scott,cnn
Steve Almasy Lizete Dos Santos,cnn
Chris Isidore Vanessa Yurkevich,cnn
Martin Bailey,cnn
Jennifer Henderson Tina Burnside,cnn
Adrienne Broaddus,cnn
Terrell Forney,cnn
Chris Boyette Stella Chan Ray Sanchez,cnn
Cheri Mossburg Taylor Romine,cnn
Lianne Kolirin Mostafa,cnn
Kathy Pisabaj,cnn
Allura Leggard,cnn
Brian Vitagliano,cnn
Holly Yan Andi Babineau,cnn
Manisha Sinha,cnn
Nonna Stefanova,cnn
Wayne Stafford,cnn
Nicky Zizaza,cnn
Rick Ritter,cnn
Megan Hickey,cnn
Jacqueline Howard Paul Leblanc,cnn
Andi Babineau Steve Almasy,cnn
Marcia Kramer,cnn
Jeevan Ravindran,cnn
Christopher Johnson,cnn
Blake Bowers,cnn
Amir Vera Alta Spells,cnn
Leah Dolan Cnn,cnn
Andreas Copes,cnn
Tom Ignudo,cnn
Alyssa Adams,cnn
Burt Mummolo,cnn
Zachary B Wolf Simone Pathe,cnn
Arlette Saenz Maegan Vazquez,cnn
Toyin Owoseje Max Foster,cnn
Justin Lape,cnn
Levan Reid,cnn
Nick Valencia Jade Gordon,cnn
Priscilla Alvarez Devan Cole,cnn
Christiane Amanpour,cnn
Dan Merica Kit Maher Cnn,cnn
Kit Maher Cnn,cnn
Weslan Hansen,cnn
Casey Gannon,cnn
Jenese Harris,cnn
David M Perry,cnn
Ian Johnson,cnn
Laura Ly Paul Leblanc,cnn
Tamara Qiblawi Adam Pourahmadi,cnn
Ryan Roslansky,cnn
Joe Sterling,cnn
Ashley Mcdowell,cnn
Nimi Princewill Aliza Kassim,cnn
Aliza Kassim,cnn
Laura Ly Brian Vitagliano,cnn
Jamie Leary,cnn
Chloe Abbott,cnn
Celine Alkhaldi Mohammed Tawfeeq Aqeel Najim,cnn
Abeer Salman Ibrahim Dahman,cnn
Gabriela Vidal,cnn
Cindy Hsu,cnn
Mostafa Salem Celine Alkhaldi,cnn
Patrick T Brown,cnn
Jasmine Pack,cnn
Alyssa Jackson,cnn
Dan Merica Veronica Stracqualursi,cnn
Jon Fuller,cnn
Hannah Mcgivern,cnn
Matt Mayer,cnn
Santiago Christina Maxouris,cnn
Andi Babineau Sharif Paget,cnn
Gan Selina Wang,cnn
Dan Merica Gaborr Gregory Krieg,cnn
Christian Edwards Duarte,cnn
Kelly Rocheleau KellyRocheleau LeeNet,cnn
Kelly Rocheleau,cnn
Mason Dockter,cnn
Jeff Richgels,cnn
Holmes Sara Murray,cnn
Mara Reinstein,cnn
Aaron Gouveia,cnn
Michael Schwartz,cnn
Kate Trafecante,cnn
Joseph Ataman Marguerite Lacroix,cnn
Marguerite Lacroix,cnn
Rafael Romo,cnn
Singh Chauhan Vedika Sud,cnn
Devendra Singh Chauhan,cnn
Boris Sanchez,cnn
Maija Ehlinger,cnn
Greg Krieg,cnn
Sara Turnbull,cnn
Allison Chinchar Dave Alsup,cnn
Abphillip Joanna Suarez,cnn
Joanna Suarez,cnn
Samantha Beech Alaa Elassar,cnn
Jason Hanna Raja Razek,cnn
Joey Jackson,cnn
Kylie Atwood Aliza Kassim Khalidi,cnn
Allegra Goodwin,cnn
Gan Simone Mccarthy,cnn
Taylor Nicioli,cnn
Pino Trimboli,cnn
Christian Sierra,cnn
Ben Mattlin,cnn
Sahar Akbarzai Karen Smith Mitchell Mccluskey,cnn
John Miller,cnn
Raenu Charles,cnn
Artemis Moshtaghian Hira Humayun,cnn
Watson Jake Kwon Duarte,cnn
Steven Jiang,cnn
Jo Munnik,cnn
Ashley Kaster,cnn
Trish Christakis,cnn
Trish Christakis Has Been Reporting,cnn
Lacroix Natacha Bracken,cnn
Natacha Bracken,cnn
Michelle Watson Tina Burnside,cnn
Michelle Watson Dakin Andone,cnn
Gianluca Mezzofiore Celine Alkhaldi Muhammad,cnn
Alex Platt,cnn
Andrew Demillo,cnn
Karin Sanchez,cnn
Rishabh Pratap Hilary Whiteman,cnn
Rishabh Pratap,cnn
Maeve Reston Kyung Lah,cnn
Emily Blackwell,cnn
Liz Szabo,cnn
Richard Greene,cnn
Yoonjung Seo Mostafa Salem,cnn
Andrew Kaczynski Olivia Alafriz,cnn
Olivia Alafriz,cnn
Tim Mcnicholas,cnn
Jacqueline Quynh,cnn
Madison Hardcastle,cnn
Tracy Gladney,cnn
Paul Vercammen Taylor Romine Amir Vera,cnn
Salahieh Cheri Mossburg,cnn
Priscilla Alvarez Rosa Flores,cnn
Joe Holden,cnn
Katherine Dillinger Jen Christensen Tierney Sneed,cnn
Katherine Keel,cnn
Jacqueline Howard Raenu,cnn
Will Noble,cnn
Mick Krever,cnn
Tara John Bianca,cnn
Bianca Nobilo,cnn
Jack Guy Lianne Kolirin,cnn
Kelly Doty,cnn
Dana Holmes,cnn
Amir Vera Kiely Westhoff,cnn
Paul Begala,cnn
Holmes Gaborr,cnn
Frederik Pleitgen Rich Harlow,cnn
Rich Harlow,cnn
Gloria Pazmino,cnn
Karen Zatkulak,cnn
Zachary Cohen Tierney Sneed,cnn
Heather Chen Masrur Jamaluddin,cnn
Kylie Atwood Paul Leblanc,cnn
Stephanie Bailey,cnn
